Intake ID,Notice ID,Solicitation Number,Historical Source URL,Notice Type,Posted Date,Original Response Deadline,Agency,Subagency,Contracting Office,Title,Description,NAICS,PSC,Set-Aside Type,Estimated Value,Product or Service,Supply Track,Place of Performance,Delivery Destination,Attachments Available,Amendments Available,Q&A Available,Award Outcome Available,Award Notice URL,Awardee,Award Amount,Award Type,Parent Award ID,Open Competitive Path,Parent Vehicle Required,Could GGG Compete At Time,Mandatory-Source Status,AbilityOne Status,Product-Exclusion Result,Requirement Completeness,Payment-Method Evidence,Preliminary Supplier Exposure,Exposure Classification,Preliminary Probable Net,Preliminary Accessibility Score,Preliminary Kickoff Fit Score,Preliminary Baseball Call,Primary Failure Point,Intake Decision,Confidence,Notes,Source Extract Row
HOS01-020,abf27ce03dd345c1bf154b98fbd66c4e,N6945023R0022,https://sam.gov/workspace/contract/opp/abf27ce03dd345c1bf154b98fbd66c4e/view,Solicitation,2023-07-11,2023-07-14,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM SOUTHEAST,"P596 POWERTRAIN (ENGINES ASSEMBLY) FACILITY PROJECT AT CORPUS CHRISTI ARMY DEPOT (CCAD) NAVAL AIR STATION CORPUS CHRISTI, TEXAS.","DESCRIPTION OF ACQUISITION1. This acquisition will result in the award of a Firm-Fixed Price (FFP) contract for Design-Bid-Build (DBB) construction.2. The intent of the project is to construct a new Powertrain Facility (Engines Assembly) CorpusChristi Army Depot at NAS Corpus Christi, Texas to house rotary wing component rebuild activities. Primaryfacilities include an Aircraft Component Repair Shop (ACRS) (140,083 SF building) with open Flex Spaceto house rotary wing component rebuild and maintenance processes and space to house supervision, latrine,and miscellaneous support space; an Administrative Support Facility (65,840 SF building) to includeadministrative space and depot command headquarters; Central Energy Plant (10,260 SF building), specialfoundations, mass notification systems, fire protection, and alarm systems, Energy Monitoring and ControlSystem connection, Antiterrorism Measures, Post Construction Contract Award Services (PCAS), andBuilding Information Systems.Supporting facilities include utilities (electrical service, water, sewer, and natural gas), paving,walks, curbs and gutters, storm drainage, site improvements (to include relocation of playing fields andjogging",236210,Y1EB,,Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,"Corpus Christi, TX, USA","Corpus Christi, TX, USA",Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/abf27ce03dd345c1bf154b98fbd66c4e/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",68779
HOS01-021,d0cf276913df4243878c1d4344678a21,N6945023R0022,https://sam.gov/workspace/contract/opp/d0cf276913df4243878c1d4344678a21/view,Solicitation,2023-07-14,2023-07-28,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM SOUTHEAST,"P596 POWERTRAIN (ENGINES ASSEMBLY) FACILITY PROJECT AT CORPUS CHRISTI ARMY DEPOT (CCAD) NAVAL AIR STATION CORPUS CHRISTI, TEXAS.","DESCRIPTION OF ACQUISITION1. This acquisition will result in the award of a Firm-Fixed Price (FFP) contract for Design-Bid-Build (DBB) construction.2. The intent of the project is to construct a new Powertrain Facility (Engines Assembly) CorpusChristi Army Depot at NAS Corpus Christi, Texas to house rotary wing component rebuild activities. Primaryfacilities include an Aircraft Component Repair Shop (ACRS) (140,083 SF building) with open Flex Spaceto house rotary wing component rebuild and maintenance processes and space to house supervision, latrine,and miscellaneous support space; an Administrative Support Facility (65,840 SF building) to includeadministrative space and depot command headquarters; Central Energy Plant (10,260 SF building), specialfoundations, mass notification systems, fire protection, and alarm systems, Energy Monitoring and ControlSystem connection, Antiterrorism Measures, Post Construction Contract Award Services (PCAS), andBuilding Information Systems.Supporting facilities include utilities (electrical service, water, sewer, and natural gas), paving,walks, curbs and gutters, storm drainage, site improvements (to include relocation of playing fields andjogging",236210,Y1EB,,Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,"Corpus Christi, TX, USA","Corpus Christi, TX, USA",Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/d0cf276913df4243878c1d4344678a21/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",68756
HOS01-022,49549da4bbf748de9ade5a632321ca98,N6945023R0022,https://sam.gov/workspace/contract/opp/49549da4bbf748de9ade5a632321ca98/view,Solicitation,2023-07-27,2023-07-28,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM SOUTHEAST,"P596 POWERTRAIN (ENGINES ASSEMBLY) FACILITY PROJECT AT CORPUS CHRISTI ARMY DEPOT (CCAD) NAVAL AIR STATION CORPUS CHRISTI, TEXAS.","DESCRIPTION OF ACQUISITION1. This acquisition will result in the award of a Firm-Fixed Price (FFP) contract for Design-Bid-Build (DBB) construction.2. The intent of the project is to construct a new Powertrain Facility (Engines Assembly) CorpusChristi Army Depot at NAS Corpus Christi, Texas to house rotary wing component rebuild activities. Primaryfacilities include an Aircraft Component Repair Shop (ACRS) (140,083 SF building) with open Flex Spaceto house rotary wing component rebuild and maintenance processes and space to house supervision, latrine,and miscellaneous support space; an Administrative Support Facility (65,840 SF building) to includeadministrative space and depot command headquarters; Central Energy Plant (10,260 SF building), specialfoundations, mass notification systems, fire protection, and alarm systems, Energy Monitoring and ControlSystem connection, Antiterrorism Measures, Post Construction Contract Award Services (PCAS), andBuilding Information Systems.Supporting facilities include utilities (electrical service, water, sewer, and natural gas), paving,walks, curbs and gutters, storm drainage, site improvements (to include relocation of playing fields andjogging",236210,Y1EB,,Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,"Corpus Christi, TX, USA","Corpus Christi, TX, USA",Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/49549da4bbf748de9ade5a632321ca98/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",68647
HOS01-023,47c03dee4c47487cae052fee1077e557,N3220522R0012,https://sam.gov/workspace/contract/opp/47c03dee4c47487cae052fee1077e557/view,Solicitation,2023-08-03,2023-08-04,DEPT OF DEFENSE,DEPT OF THE NAVY,MSCHQ NORFOLK,East Coast General Ship Repair IDIQ,"The Military Sealift Command (MSC) requires a broad range of ship repair for MSC vessels including, but not limited to, pipefitting, welding, machinist work, electrical work, boiler making and repairing, and diesel mechanics. The Contractor is required to provide all labor, equipment, supplies, materials, marine repair facilities, and other items, except those specified as Government furnished, necessary to successfully perform all ship repair work on MSC vessels in accordance with resulting Delivery Orders, to include but not limited to, the Delivery Order Work Item (WI) specifications, drawings, manuals, references, and any and all other documents incorporated into the Delivery Order.",336611,J998,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/47c03dee4c47487cae052fee1077e557/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Fuel / petroleum,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",68572
HOS01-024,76f0f0970f234df2bdae4e94429a7011,N6134024R0013,https://sam.gov/workspace/contract/opp/76f0f0970f234df2bdae4e94429a7011/view,Solicitation,2024-03-08,2024-03-18,DEPT OF DEFENSE,DEPT OF THE NAVY,NAWC TRAINING SYSTEMS DIV,Recompete of UC-12 Platform Training Program,"Naval Air Warfare Center Training Systems Division (NAWCTSD) has a requirement to support the Navy?s Command Aircraft Crew Training (CACT) program for academic and simulator training on the Navy UC-12B/F/M nonProLine and UC-12F/M ProLine 21aircraft (a Navy configured Raytheon/Beechcraft King Air B200) and the UC-12W ProLine 21 and UC-12W ProLine Fusion aircraft (a Navy configured Raytheon/Beechcraft King Air B350). This acquisition is necessary to facilitate pilot training in the UC-12B/F/M/W Fleet. The services being acquired under this contract require use of a certified (or equivalent) Federal Aviation Administration (FAA), Level ?C? (or higher) UC12B/F/M (Beechcraft King Air B200 non-Proline) flight simulator and certified FAA Level ?D? (or higher) UC-12F/M (Beechcraft King Air B200) Proline 21 and UC-12W (Beechcraft King Air B350) (Proline 21 and Proline Fusion flight simulators. For UC-12B/F/M (non-Pro Line) flight simulator whose performance capabilities minimally meets all training and flight requirements defined in 14 CFR Part 142 and 61 and the applicable UC-12 NATOPS manuals. The simulator(s) shall minimally meet FAA Level ?C? or higher certification requirements under c",611512,U099,,Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,"Orlando, FL, 32826, USA","Orlando, FL, 32826, USA",Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/76f0f0970f234df2bdae4e94429a7011/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Rental / lease,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",67061
HOS01-025,1328daaf81a347b688ab419642bc2a32,HDTRA124S0001,https://sam.gov/workspace/contract/opp/1328daaf81a347b688ab419642bc2a32/view,Solicitation,2024-04-18,2024-12-31,DEPT OF DEFENSE,DEFENSE THREAT REDUCTION AGENCY (DTRA),DEFENSE THREAT REDUCTION AGENCY,Mentor Protege Program (MPP) Broad Agency Announcement (BAA),"The Defense Threat Reduction Agency (DTRA) has a requirement for the Mentor Prot�g� Program (MPP) Broad Agency Announcement (BAA) to solicit eligible mentor and prot�g� firms for participation in the Department of Defense (DoD) MPP in accordance with Defense Federal Acquisition Regulation Supplement (DFARS) 219.71, (DFARS) 219.71 and DFARS Appendix I (as amended by 10 U.S.C. 4902 effective December 21, 2023) through this Broad Agency Announcement (BAA). This announcement will be posted for twelve months so white papers may be submitted at any time. This is a Two-Step Open BAA issued under the provisions of FAR 6.102(d)(2), which provides for the competitive selection of proposals. The following information is relative to Step-One, submission of white papers. DTRA will contact those offerors whose white papers are selected to proceed to Step-Two, submission of a formal proposal which is subject to availability of program funds. Formal proposals are not being accepted at this time. DO NOT submit a formal proposal until requested by DTRA�s Contracting Office. Evaluation of these white papers will occur throughout this time period. After evaluations, Mentor Firms whose, white papers ar",541611,R799,,Unknown pre-award; historical award is answer key,Product,Office and facility consumables,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/1328daaf81a347b688ab419642bc2a32/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Pass / no automatic exclusion detected,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,70,Double,Passes preliminary metadata gates — archive review required,REVIEW,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66735
HOS01-026,cf692f3614524f3e9c5f197214247552,W912P624B0007,https://sam.gov/workspace/contract/opp/cf692f3614524f3e9c5f197214247552/view,Solicitation,2024-05-01,2024-05-31,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"Solicitation W912P624B0007 GARY AIRPORT SANITARY SEWER IMPROVEMENTS - SECTION 219, GARY, LAKE COUNTY, INDIANA (USACE ACQUISITION)","Under this Solicitation, the United States Army Corps of Engineers - Chicago District issues Solicitation No. W912P624B0007 for bidding purposes. Therefore, provided hereunder is the relevant bid package for its construction project entitled, Gary Airport Sanitary Sewer Improvements - Section 219, Gary, Lake County, Indiana (USACE Acquisition). PROJECT INFORMATION: The project work involves the construction of the installation of approximately 2,200 linear feet (LF) of an 8-inch gravity sewer that would flow to a proposed lift station located along Chicago Avenue on airport-owned property. This work would also include the installation of approximately 600 LF of 1.25-inch pressure sewer from the proposed lift station to the existing 10-inch force main located along Airport Road. CONTRACTING OFFICE: USACE Chicago District, 231 SOUTH LaSALLE STREET, SUITE 1500, Chicago, IL 60604ACQUISITION INFORMATION: Competition for this acquisition is RESERVED EXCLUSIVELY for Small Business Concerns. The North American Industry System Classification Code is 237110, with a small business size standard in dollars of $45.0 Million. The magnitude of cost for construction is estimated between $1,000,000",237110,Y1PZ,,Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/cf692f3614524f3e9c5f197214247552/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Likely complete enough for archive review,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66627
HOS01-027,abf5795c6a4d4413bbd02229688a5ea1,W912P624B0008,https://sam.gov/workspace/contract/opp/abf5795c6a4d4413bbd02229688a5ea1/view,Solicitation,2024-05-02,2024-06-04,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"Solicitation W912P624B0008 Village of Glenwood Stormwater Improvements, Glenwood, Cook County, Illinois (USACE Acquisition)","Under this Solicitation Notice, the United States Army Corps of Engineers - Chicago District issues Solicitation No. W912P624B0008 for bidding purposes. Therefore, provided hereunder is the relevant bid package for its construction project entitled, Village of Glenwood Stormwater Improvements, Glenwood, Cook County, Illinois (USACE Acquisition).PROJECT INFORMATION: The project work involves the construction of additional infrastructure to support the redevelopment and development of the Halsted Street Corridor. This project will provide infrastructure for the south half of the plaza at Halsted Street between 183rd Street and Streiff Lane. It will also provide a regional stormwater detention pond serving existing and proposed developments. CONTRACTING OFFICE: USACE Chicago District, 231 SOUTH LaSALLE STREET, SUITE 1500, Chicago, IL 60604. ACQUISITION INFORMATION: Competition for this acquisition is RESERVED EXCLUSIVELY for Small Business Concerns. The North American Industry System Classification Code is 237110, with a small business size standard in dollars of $45.0 Million. The magnitude of cost for construction is estimated between $1,000,000.00 and $5,000,000.00.The Solicitation",237110,Y1PZ,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/abf5795c6a4d4413bbd02229688a5ea1/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Likely complete enough for archive review,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66612
HOS01-028,90ac290b1a614b649cabc159c742e6ef,W912P624B0007,https://sam.gov/workspace/contract/opp/90ac290b1a614b649cabc159c742e6ef/view,Solicitation,2024-05-13,2024-05-31,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"Solicitation W912P624B0007 GARY AIRPORT SANITARY SEWER IMPROVEMENTS - SECTION 219, GARY, LAKE COUNTY, INDIANA (USACE ACQUISITION)","EFFECTIVE MAY 13, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section).*** Under this Solicitation, the United States Army Corps of Engineers - Chicago District issues Solicitation No. W912P624B0007 for bidding purposes. Therefore, provided hereunder is the relevant bid package for its construction project entitled, Gary Airport Sanitary Sewer Improvements - Section 219, Gary, Lake County, Indiana (USACE Acquisition). PROJECT INFORMATION: The project work involves the construction of the installation of approximately 2,200 linear feet (LF) of an 8-inch gravity sewer that would flow to a proposed lift station located along Chicago Avenue on airport-owned property. This work would also include the installation of approximately 600 LF of 1.25-inch pressure sewer from the proposed lift station to the existing 10-inch force main located along Airport Road. CONTRACTING OFFICE: USACE Chicago District, 231 SOUTH LaSALLE STREET, SUITE 1500, Chicago, IL 60604ACQUISITION INFORMATION: Competition for this acquisition is RESERVED EXCLUSIVELY for Small Business Concerns. The North American Industry System Classification Code is 237110",237110,Y1PZ,,Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/90ac290b1a614b649cabc159c742e6ef/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Likely complete enough for archive review,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66528
HOS01-029,5697137ca4694843a515ab72cadf781d,W912P624Q0024,https://sam.gov/workspace/contract/opp/5697137ca4694843a515ab72cadf781d/view,Combined Synopsis/Solicitation,2024-05-14,2024-05-28,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,UNDER BRIDGE INSPECTION ACCESS EQUIPMENT RENTAL,"This is a combined Synopsis/Solicitation Notice for commercial items issued pursuant to FAR Subpart 12. Under this notice, the U.S. Army Corps of Engineers, Chicago District (USACE) is issuing a Request for Quotations (RFQ) for: UNDER BRIDGE INSPECTION ACCESS EQUIPMENT RENTAL; LOCKPORT LOCK BRIDGE INSPECTION, LOCKPORT, WILL COUNTY, ILLINOIS, AND J EDWARD ROUSH LAKE BRIDGE INSPECTION, HUNTINGTON, HUNTINGTON COUNTY, INDIANA. Competition for this acquisition is RESTRICTED TO SMALL BUSINESSES. AN OFFEROR MUST HAVE AN ACTIVE REGISTRATION IN THE SYSTEM FORAWARD MANAGEMENT WHEN PLACING AN OFFER/QUOTATION PACKAGE FORTHIS ACQUISITION. REGISTRATION CAN BE COMPLETED FREE OF CHARGE ATwww.sam.gov. The applicable Size Standard is North American Industry Classification System (NAICS) Code 532490 with a Small Business size standard of $40.0 Million. SUBMITTAL DUE DATE AND TIME: The Contractor submittal packages must be received by the USACE Chicago District Office no later than 3:30 p.m. (Central Time) on May 28, 2024. Please reference the subject solicitation number on all correspondence. IMPORTANT NOTE: IN THE CASE OF A DISCREPANCY BETWEEN THE DATES PUBLISHED IN THIS NOTICE AND THOSE CALLED OUT ",532490,W038,,Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/5697137ca4694843a515ab72cadf781d/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Rental / lease,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66516
HOS01-030,9ad1f3dc4cf84bcc9d3230e26aea7e55,W912P624Q0025,https://sam.gov/workspace/contract/opp/9ad1f3dc4cf84bcc9d3230e26aea7e55/view,Combined Synopsis/Solicitation,2024-05-15,2024-05-29,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,UNDER BRIDGE INSPECTION ACCESS EQUIPMENT RENTAL,"This is a combined Synopsis/Solicitation Notice for commercial items issued pursuant to FAR Subpart 12. Under this notice, the U.S. Army Corps of Engineers, Chicago District (USACE) is issuing a Request for Quotations (RFQ) for: UNDER BRIDGE INSPECTION ACCESS EQUIPMENT RENTAL; SALAMONIE DAM TOWER BRIDGE INSPECTION, LAGRO, WABASH COUNTY, ILLINOIS, AND MISSISSINEWA DAM TOWER BRIDGE INSPECTION, PERU, MIAMI COUNTY, INDIANA. Competition for this acquisition is RESTRICTED TO SMALL BUSINESSES. AN OFFEROR MUST HAVE AN ACTIVE REGISTRATION IN THE SYSTEM FORAWARD MANAGEMENT WHEN PLACING AN OFFER/QUOTATION PACKAGE FORTHIS ACQUISITION. REGISTRATION CAN BE COMPLETED FREE OF CHARGE ATwww.sam.gov. The applicable Size Standard is North American Industry Classification System (NAICS) Code 532490 with a Small Business size standard of $40.0 Million. SUBMITTAL DUE DATE AND TIME: The Contractor submittal packages must be received by the USACE Chicago District Office no later than 3:30 p.m. (Central Time) on May 29, 2024. Please reference the subject solicitation number on all correspondence. IMPORTANT NOTE: IN THE CASE OF A DISCREPANCY BETWEEN THE DATES PUBLISHED IN THIS NOTICE AND THOSE CALLED OUT IN ",532490,W038,,Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,,Not recovered from extract,Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/9ad1f3dc4cf84bcc9d3230e26aea7e55/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Rental / lease,Partial — attachments or detail retrieval required,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66507
HOS01-031,4e2b2dc7c6d74be2ba8e3193001251f5,W912P624B0007,https://sam.gov/workspace/contract/opp/4e2b2dc7c6d74be2ba8e3193001251f5/view,Solicitation,2024-05-23,2024-05-31,DEPT OF DEFENSE,DEPT OF THE ARMY,W072 ENDIST CHICAGO,"Solicitation W912P624B0007 GARY AIRPORT SANITARY SEWER IMPROVEMENTS - SECTION 219, GARY, LAKE COUNTY, INDIANA (USACE ACQUISITION)","EFFECTIVE MAY 23, 2024: The government has attached the attendance sheet from the Pre-Bid Meeting held on May 22, 2024 (please refer to the ""Attachments"" Section of this Notice). *************************************************************************************************************************************************** EFFECTIVE MAY 13, 2024: The government has posted Amendment No. 0001 hereunder this Notice (please refer to the Attachments Section).*** Under this Solicitation, the United States Army Corps of Engineers - Chicago District issues Solicitation No. W912P624B0007 for bidding purposes. Therefore, provided hereunder is the relevant bid package for its construction project entitled, Gary Airport Sanitary Sewer Improvements - Section 219, Gary, Lake County, Indiana (USACE Acquisition). PROJECT INFORMATION: The project work involves the construction of the installation of approximately 2,200 linear feet (LF) of an 8-inch gravity sewer that would flow to a proposed lift station located along Chicago Avenue on airport-owned property. This work would also include the installation of approximately 600 LF of 1.25-inch pressure sewer from the proposed lift station to the exi",237110,Y1PZ,Total Small Business Set-Aside (FAR 19.5),Unknown pre-award; historical award is answer key,Service / mixed,MRO tools and commercial hardware,"Gary, IN, USA","Gary, IN, USA",Unknown / direct record review required,Unknown — version history retrieval required,Unknown — archive retrieval required,Yes — embedded in official extract,https://sam.gov/workspace/contract/opp/4e2b2dc7c6d74be2ba8e3193001251f5/view,null,,Not provided in extract outcome fields,Not indicated at solicitation intake,Potentially yes — direct solicitation notice,No evidence in extract; verify solicitation,Potentially yes — subject to active SAM registration and representations,Review required,Review exact product/NSN; no conflict detected,Construction / installation / repair / field service,Likely complete enough for archive review,Unknown — never infer from award amount,Not modeled before archive/requirements gate,Unclassified pending sourcing,Not modeled before supplier pricing,85,0,Strikeout,Gate 6 — product/service exclusion,NO-BID / REJECT AT INTAKE,Moderate — official extract metadata; attachments not yet reconstructed,"Extract Active flag inconsistent with 2023-2024 closed deadline; verify notice version/archive directly. No separate additional-information link in extract. Award outcome is answer key, not pre-award pricing evidence.",66449
