Intake ID,Notice ID,Solicitation Number,Search Status,NoticeDesc Status,Description Recovered,Attachment Count,Attachment Names,Gate 7 Archive Result,Archive JSON,Errors
HOS01-036,66696d5b141f46c5b5a507f0aaac7c7e,N4008024R2401,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-036_66696d5b141f46c5b5a507f0aaac7c7e.json,
HOS01-037,be20996621714ec8a581d12255d2f742,W912P624B0007,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-037_be20996621714ec8a581d12255d2f742.json,
HOS01-038,95b48c149b3b428d953d46ee51695cc3,W912HQ24R0015,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-038_95b48c149b3b428d953d46ee51695cc3.json,
HOS01-039,2716a22155e3433b96b4613a3141a126,FA8212-23-R-0004,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-039_2716a22155e3433b96b4613a3141a126.json,
HOS01-040,fb9b7df1672449efab9fa5351b335b01,W912P624Q0033,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-040_fb9b7df1672449efab9fa5351b335b01.json,
HOS01-041,6be47146b6384f5ea2ece9ee26636395,12363N23Q4035,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-041_6be47146b6384f5ea2ece9ee26636395.json,
HOS01-042,7f8cc487fcbc40f3847a34bab679343e,19AQMDOSCrystalGlassware,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-042_7f8cc487fcbc40f3847a34bab679343e.json,
HOS01-043,c335dcd0fe074be9a9aa4a2e22ddf7c1,80AFRC23R0001,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-043_c335dcd0fe074be9a9aa4a2e22ddf7c1.json,
HOS01-044,b1b65ba2dd57436bb0f3fd865be959e3,12569R23Q7000,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-044_b1b65ba2dd57436bb0f3fd865be959e3.json,
HOS01-045,e21949e0ea414e93a0b115705e2fce01,W912BU22B0010,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-045_e21949e0ea414e93a0b115705e2fce01.json,
HOS01-046,45b16e83d4c84228a437e062f29e5f96,N6660423Q0420,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-046_45b16e83d4c84228a437e062f29e5f96.json,
HOS01-047,6f7a4f5f3541497cb18c894ed7fd1974,12024B23Q7001,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-047_6f7a4f5f3541497cb18c894ed7fd1974.json,
HOS01-048,948e8bc8a6594aca84b36407943e6a35,W912P622B0006,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-048_948e8bc8a6594aca84b36407943e6a35.json,
HOS01-049,32053ca75e0f45099bb96a8365c5d53e,12024B23Q7003,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-049_32053ca75e0f45099bb96a8365c5d53e.json,
HOS01-050,631e759640594e37b64e3aba6e1af96b,W912P622B0004,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-050_631e759640594e37b64e3aba6e1af96b.json,
HOS01-051,a7a33c8a63d04e66856c5eac34c84f6d,1202SB23Q7008,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-051_a7a33c8a63d04e66856c5eac34c84f6d.json,
HOS01-052,58889eef7ebc4fe6b17c062ad5fe32ec,1202SB23Q7020,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-052_58889eef7ebc4fe6b17c062ad5fe32ec.json,
HOS01-053,40eba34d1590411983e7cbf33c9e6581,47QMCA23R0076,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-053_40eba34d1590411983e7cbf33c9e6581.json,
HOS01-054,e57e259e885941ffa5a93c3603a47134,47QMCA21R0008,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-054_e57e259e885941ffa5a93c3603a47134.json,
HOS01-055,8b56947339614699a2c1f962cb70f742,1202SB23Q7012,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-055_8b56947339614699a2c1f962cb70f742.json,
HOS01-056,1bf34f327c8d47de87fc64a69d498486,1202SB23Q7009,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-056_1bf34f327c8d47de87fc64a69d498486.json,
HOS01-057,352c7eb450ee419a8e9b48c9160609e5,1202SC21Q2205,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-057_352c7eb450ee419a8e9b48c9160609e5.json,
HOS01-058,f2af28d1579c4ab3ba51daae04df0180,FA7146-21-S-C-0001,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-058_f2af28d1579c4ab3ba51daae04df0180.json,
HOS01-059,d5b16332f18c4a7f9463d87f2bfd3c93,QSE--36C78624Q50103,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-059_d5b16332f18c4a7f9463d87f2bfd3c93.json,
HOS01-060,a3161b2d68ae438dba035c2c9f132e82,SPE605-24-R-0204,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-060_a3161b2d68ae438dba035c2c9f132e82.json,
HOS01-061,927576698b2f40859c71719f674cf54c,9DC2702,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-061_927576698b2f40859c71719f674cf54c.json,
HOS01-062,80e6cd0e83ef4810a738492e9d29e9ad,12569R23Q7002,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-062_80e6cd0e83ef4810a738492e9d29e9ad.json,
HOS01-063,bffca48be63a496094ad9488e6511bed,129J6124Q7000,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-063_bffca48be63a496094ad9488e6511bed.json,
HOS01-064,0b832613872940adaba607b57c5a95a4,FA9453-23-R-A004,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-064_0b832613872940adaba607b57c5a95a4.json,
HOS01-065,ff6211114e3c426491c937dcc0806538,1202SB23Q7018,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-065_ff6211114e3c426491c937dcc0806538.json,
HOS01-066,8483b45911794ddd911f4a1ab24b90eb,N0038322QD505,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-066_8483b45911794ddd911f4a1ab24b90eb.json,
HOS01-067,178ca7f178a347879957287c33b6e126,QSE--36C78623Q50246,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-067_178ca7f178a347879957287c33b6e126.json,
HOS01-068,d8518e51604f41cb9d329ccca7415c6c,12569R24Q7003,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-068_d8518e51604f41cb9d329ccca7415c6c.json,
HOS01-069,f6401633c7be4628aab06a2a86bc51bb,N6660423Q0793,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-069_f6401633c7be4628aab06a2a86bc51bb.json,
HOS01-070,f60bfe6661d44f8a9b250e7bc7d228f3,47PA0724R0005,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-070_f60bfe6661d44f8a9b250e7bc7d228f3.json,
HOS01-071,6d98e09fa04e40b3b22294ab3590d1f0,N0010423QXB31,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-071_6d98e09fa04e40b3b22294ab3590d1f0.json,
HOS01-072,d82bb7d8e7c44e88bec47138ec0fa1f5,N0010424QFE04,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-072_d82bb7d8e7c44e88bec47138ec0fa1f5.json,
HOS01-073,13a607ebd952458686dba9eeb0dfc160,1202SB24Q7014,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-073_13a607ebd952458686dba9eeb0dfc160.json,
HOS01-074,19da7bb695aa4629b262dc3d3909ff97,12024B24Q7001,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-074_19da7bb695aa4629b262dc3d3909ff97.json,
HOS01-075,222ab24711b643939b827a50e27ac689,1202SB23Q7019,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-075_222ab24711b643939b827a50e27ac689.json,
HOS01-076,6308648904b64524b0cf37259396e38e,HDTRA122S0002,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-076_6308648904b64524b0cf37259396e38e.json,
HOS01-077,8521ef14de47454cac7f82ecd8bf2825,SP330023Q0156,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-077_8521ef14de47454cac7f82ecd8bf2825.json,
HOS01-078,1be935d8099e4bdd9ed6a2fe232d5f9d,47QTCB24R0009,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-078_1be935d8099e4bdd9ed6a2fe232d5f9d.json,
HOS01-079,e90a551f69c2400987b52244cf5f1d2a,W912P623R0008,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-079_e90a551f69c2400987b52244cf5f1d2a.json,
HOS01-080,db0b48db16ee4d54abb53d1cbdfaacf9,1202SB23Q7021,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-080_db0b48db16ee4d54abb53d1cbdfaacf9.json,
HOS01-081,977af4b8a96a49379f92f8b9ff816b4e,47PA0723Q0001,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-081_977af4b8a96a49379f92f8b9ff816b4e.json,
HOS01-082,3074b10e4729407ca46bc579420cf596,SPE60523R0206,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-082_3074b10e4729407ca46bc579420cf596.json,
HOS01-083,29cd6ae20f734342b995d6b0bf25933c,12569R23Q7001,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-083_29cd6ae20f734342b995d6b0bf25933c.json,
HOS01-084,c28ac0cb6d064991abed33532e537cde,N0010423QCC59,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-084_c28ac0cb6d064991abed33532e537cde.json,
HOS01-085,23d18d4fabff44c499ec431937e5028e,12569R23Q7003,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-085_23d18d4fabff44c499ec431937e5028e.json,
HOS01-086,e159fb843a1948f1b59a71d2524bfd0a,W912P623B0012,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-086_e159fb843a1948f1b59a71d2524bfd0a.json,
HOS01-087,f811ad49de774e3fac43be1b8d67d2e5,N0010423QFD34,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-087_f811ad49de774e3fac43be1b8d67d2e5.json,
HOS01-088,34a457c3d6ba45deb42709a2edc8dec1,12024B23Q7000,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-088_34a457c3d6ba45deb42709a2edc8dec1.json,
HOS01-089,2c3b2d68a1ec40a2a7c116d3c3da423e,1202SC21Q0004,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-089_2c3b2d68a1ec40a2a7c116d3c3da423e.json,
HOS01-090,f67e4b22a902400aa695dbc5e8119f0a,W912P623Q0002,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-090_f67e4b22a902400aa695dbc5e8119f0a.json,
HOS01-091,d0176e5cb02647f1b88ba3f6876d8f7c,QSE--36C78623Q50228,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-091_d0176e5cb02647f1b88ba3f6876d8f7c.json,
HOS01-092,670ce53283cf4e91bbed77d8a4c5c096,FA810824RB001RFP,200,404,No,0,,Review — partial archive evidence recovered,archive_enrichment/HOS01-092_670ce53283cf4e91bbed77d8a4c5c096.json,
HOS01-093,4570b8e3f5ef4032ba527f403399298c,1202SB23Q7011,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-093_4570b8e3f5ef4032ba527f403399298c.json,
HOS01-094,e60152a922ec4fc49e9d6aea1f3d91c9,QSE--36C78624Q50082,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-094_e60152a922ec4fc49e9d6aea1f3d91c9.json,
HOS01-095,e126dac5fbcf47b0b652ec0c0d27163d,W912P623R0009,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-095_e126dac5fbcf47b0b652ec0c0d27163d.json,
HOS01-096,c1c21f2570164d07a745a8be01b8173a,1202SB23Q7010,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-096_c1c21f2570164d07a745a8be01b8173a.json,
HOS01-097,967343daebb04f6890372a8715c06a3e,FA7146-20-S-0001(CERI),200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-097_967343daebb04f6890372a8715c06a3e.json,
HOS01-098,e2867309253347b1aace03d9a6656e4f,1202SB23Q7017,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-098_e2867309253347b1aace03d9a6656e4f.json,
HOS01-099,df3874a630ce4155b6b7b038b5b67c19,12569R23Q7005,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-099_df3874a630ce4155b6b7b038b5b67c19.json,
HOS01-100,dc0ea0cec39c45e9acf790532e6ba929,12024B24Q7002,200,404,No,0,,Fail / replace — insufficient recoverable requirement evidence,archive_enrichment/HOS01-100_dc0ea0cec39c45e9acf790532e6ba929.json,
